year,week,age_group,ili,detection_rate,hospitalization,vaccine_rate,emergency_patients,subtype
2020.0,4.0,13-18세,52.1,60.0,21.0,,647.0,A(H1N1)pdm09
2020.0,4.0,19-49세,46.5,55.9,214.0,,7999.0,A(H1N1)pdm09
2020.0,4.0,50-64세,24.0,54.8,224.0,,3103.0,A(H1N1)pdm09
2020.0,4.0,65-69세,,,,76.6,,A(H1N1)pdm09
2020.0,4.0,65세 이상,,,,83.4,,A(H1N1)pdm09
2020.0,4.0,65세이상,11.0,36.6,409.0,,2393.0,A(H1N1)pdm09
2020.0,4.0,7-12세,65.9,57.1,208.0,,1483.0,A(H1N1)pdm09
2020.0,4.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,4.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,4.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,5.0,0-6세,,38.0,,,,A(H1N1)pdm09
2020.0,5.0,0세,22.8,,56.0,,260.0,A(H1N1)pdm09
2020.0,5.0,1-6세,39.2,,84.0,,2168.0,A(H1N1)pdm09
2020.0,5.0,13-18세,34.9,40.0,33.0,,409.0,A(H1N1)pdm09
2020.0,5.0,19-49세,32.5,44.4,209.0,,5252.0,A(H1N1)pdm09
2020.0,5.0,50-64세,16.8,45.9,223.0,,1976.0,A(H1N1)pdm09
2020.0,5.0,65-69세,,,,76.7,,A(H1N1)pdm09
2020.0,5.0,65세 이상,,,,83.4,,A(H1N1)pdm09
2020.0,5.0,65세이상,7.6,32.4,397.0,,1559.0,A(H1N1)pdm09
2020.0,5.0,7-12세,53.6,43.8,185.0,,797.0,A(H1N1)pdm09
2020.0,5.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,5.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,5.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,6.0,0-6세,,17.4,,,,A(H1N1)pdm09
2020.0,6.0,0세,7.6,,17.0,,60.0,A(H1N1)pdm09
2020.0,6.0,1-6세,27.2,,28.0,,577.0,A(H1N1)pdm09
2020.0,6.0,13-18세,23.1,30.8,18.0,,182.0,A(H1N1)pdm09
2020.0,6.0,19-49세,17.9,12.5,65.0,,1165.0,A(H1N1)pdm09
2020.0,6.0,50-64세,10.5,16.2,75.0,,427.0,A(H1N1)pdm09
2020.0,6.0,65-69세,,,,76.7,,A(H1N1)pdm09
2020.0,6.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,6.0,65세이상,5.0,7.7,226.0,,426.0,A(H1N1)pdm09
2020.0,6.0,7-12세,29.3,32.0,68.0,,240.0,A(H1N1)pdm09
2020.0,6.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,6.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,6.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,7.0,0-6세,,23.8,,,,A(H1N1)pdm09
2020.0,7.0,0세,7.3,,5.0,,25.0,A(H1N1)pdm09
2020.0,7.0,1-6세,18.7,,21.0,,233.0,A(H1N1)pdm09
2020.0,7.0,13-18세,10.5,16.7,5.0,,80.0,A(H1N1)pdm09
2020.0,7.0,19-49세,11.2,3.8,28.0,,464.0,A(H1N1)pdm09
2020.0,7.0,50-64세,7.7,6.7,47.0,,146.0,A(H1N1)pdm09
2020.0,7.0,65-69세,,,,76.7,,A(H1N1)pdm09
2020.0,7.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,7.0,65세이상,4.2,9.4,105.0,,182.0,A(H1N1)pdm09
2020.0,7.0,7-12세,25.4,38.1,35.0,,128.0,A(H1N1)pdm09
2020.0,7.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,7.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,7.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,8.0,0-6세,,4.8,,,,A(H1N1)pdm09
2020.0,8.0,0세,5.4,,6.0,,12.0,A(H1N1)pdm09
2020.0,8.0,1-6세,14.8,,10.0,,126.0,A(H1N1)pdm09
2020.0,8.0,13-18세,8.6,33.3,3.0,,39.0,A(H1N1)pdm09
2020.0,8.0,19-49세,8.7,2.4,16.0,,212.0,A(H1N1)pdm09
2020.0,8.0,50-64세,5.2,0.0,15.0,,70.0,A(H1N1)pdm09
2020.0,8.0,65-69세,,,,76.7,,A(H1N1)pdm09
2020.0,8.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,8.0,65세이상,2.8,0.0,53.0,,76.0,A(H1N1)pdm09
2020.0,8.0,7-12세,17.5,12.5,16.0,,76.0,A(H1N1)pdm09
2020.0,8.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,8.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,8.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,9.0,0-6세,,3.4,,,,A(H3N2)
2020.0,9.0,0세,4.5,,5.0,,6.0,A(H3N2)
2020.0,9.0,1-6세,12.4,,2.0,,49.0,A(H3N2)
2020.0,9.0,13-18세,3.6,0.0,1.0,,12.0,A(H3N2)
2020.0,9.0,19-49세,6.1,0.0,4.0,,118.0,A(H3N2)
2020.0,9.0,50-64세,4.4,0.0,10.0,,25.0,A(H3N2)
2020.0,9.0,65-69세,,,,76.7,,A(H3N2)
2020.0,9.0,65세 이상,,,,83.5,,A(H3N2)
2020.0,9.0,65세이상,2.3,0.0,36.0,,38.0,A(H3N2)
2020.0,9.0,7-12세,9.9,0.0,10.0,,22.0,A(H3N2)
2020.0,9.0,70-74세,,,,85.1,,A(H3N2)
2020.0,9.0,75세 이상,,,,87.4,,A(H3N2)
2020.0,9.0,연령미상,,,,,0.0,A(H3N2)
2020.0,10.0,0-6세,,2.2,,,,B
2020.0,10.0,0세,3.3,,2.0,,3.0,B
2020.0,10.0,1-6세,7.3,,6.0,,11.0,B
2020.0,10.0,13-18세,2.1,0.0,1.0,,4.0,B
2020.0,10.0,19-49세,4.1,0.0,4.0,,41.0,B
2020.0,10.0,50-64세,4.0,0.0,6.0,,11.0,B
2020.0,10.0,65-69세,,,,76.7,,B
2020.0,10.0,65세 이상,,,,83.5,,B
2020.0,10.0,65세이상,1.8,0.0,11.0,,23.0,B
2020.0,10.0,7-12세,3.0,0.0,1.0,,3.0,B
2020.0,10.0,70-74세,,,,85.1,,B
2020.0,10.0,75세 이상,,,,87.4,,B
2020.0,10.0,연령미상,,,,,0.0,B
2020.0,11.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,11.0,0세,1.0,,0.0,,2.0,A(H1N1)pdm09
2020.0,11.0,1-6세,4.0,,2.0,,10.0,A(H1N1)pdm09
2020.0,11.0,13-18세,2.3,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,11.0,19-49세,3.5,0.0,1.0,,24.0,A(H1N1)pdm09
2020.0,11.0,50-64세,3.0,0.0,4.0,,12.0,A(H1N1)pdm09
2020.0,11.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,11.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,11.0,65세이상,1.7,0.0,15.0,,20.0,A(H1N1)pdm09
2020.0,11.0,7-12세,5.1,0.0,3.0,,4.0,A(H1N1)pdm09
2020.0,11.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,11.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,11.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,12.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,12.0,0세,1.6,,1.0,,2.0,A(H1N1)pdm09
2020.0,12.0,1-6세,5.7,,2.0,,10.0,A(H1N1)pdm09
2020.0,12.0,13-18세,3.2,0.0,1.0,,7.0,A(H1N1)pdm09
2020.0,12.0,19-49세,4.4,0.0,2.0,,17.0,A(H1N1)pdm09
2020.0,12.0,50-64세,2.7,0.0,3.0,,8.0,A(H1N1)pdm09
2020.0,12.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,12.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,12.0,65세이상,1.8,0.0,10.0,,19.0,A(H1N1)pdm09
2020.0,12.0,7-12세,1.9,0.0,2.0,,2.0,A(H1N1)pdm09
2020.0,12.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,12.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,12.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,13.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,13.0,0세,2.6,,0.0,,2.0,A(H1N1)pdm09
2020.0,13.0,1-6세,4.6,,2.0,,8.0,A(H1N1)pdm09
2020.0,13.0,13-18세,3.8,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,13.0,19-49세,4.3,0.0,0.0,,21.0,A(H1N1)pdm09
2020.0,13.0,50-64세,2.0,0.0,4.0,,5.0,A(H1N1)pdm09
2020.0,13.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,13.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,13.0,65세이상,1.4,0.0,6.0,,23.0,A(H1N1)pdm09
2020.0,13.0,7-12세,2.5,0.0,1.0,,2.0,A(H1N1)pdm09
2020.0,13.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,13.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,13.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,14.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,14.0,0세,2.7,,1.0,,2.0,A(H1N1)pdm09
2020.0,14.0,1-6세,3.5,,1.0,,11.0,A(H1N1)pdm09
2020.0,14.0,13-18세,1.6,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,14.0,19-49세,3.5,0.0,0.0,,6.0,A(H1N1)pdm09
2020.0,14.0,50-64세,2.3,0.0,1.0,,3.0,A(H1N1)pdm09
2020.0,14.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,14.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,14.0,65세이상,1.2,0.0,3.0,,12.0,A(H1N1)pdm09
2020.0,14.0,7-12세,3.4,0.0,3.0,,2.0,A(H1N1)pdm09
2020.0,14.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,14.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,14.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,15.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,15.0,0세,2.5,,0.0,,1.0,A(H1N1)pdm09
2020.0,15.0,1-6세,3.4,,1.0,,4.0,A(H1N1)pdm09
2020.0,15.0,13-18세,0.8,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,15.0,19-49세,3.4,0.0,2.0,,8.0,A(H1N1)pdm09
2020.0,15.0,50-64세,2.4,0.0,4.0,,4.0,A(H1N1)pdm09
2020.0,15.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,15.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,15.0,65세이상,1.5,0.0,6.0,,17.0,A(H1N1)pdm09
2020.0,15.0,7-12세,6.6,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,15.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,15.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,15.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,16.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,16.0,0세,2.5,,1.0,,1.0,A(H1N1)pdm09
2020.0,16.0,1-6세,3.3,,1.0,,4.0,A(H1N1)pdm09
2020.0,16.0,13-18세,0.8,0.0,1.0,,1.0,A(H1N1)pdm09
2020.0,16.0,19-49세,3.2,0.0,1.0,,10.0,A(H1N1)pdm09
2020.0,16.0,50-64세,2.4,0.0,2.0,,6.0,A(H1N1)pdm09
2020.0,16.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,16.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,16.0,65세이상,1.5,0.0,5.0,,9.0,A(H1N1)pdm09
2020.0,16.0,7-12세,0.7,0.0,0.0,,2.0,A(H1N1)pdm09
2020.0,16.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,16.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,16.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,17.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,17.0,0세,4.0,,0.0,,0.0,A(H1N1)pdm09
2020.0,17.0,1-6세,3.0,,1.0,,2.0,A(H1N1)pdm09
2020.0,17.0,13-18세,0.8,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,17.0,19-49세,3.7,0.0,1.0,,4.0,A(H1N1)pdm09
2020.0,17.0,50-64세,2.0,0.0,6.0,,5.0,A(H1N1)pdm09
2020.0,17.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,17.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,17.0,65세이상,1.4,0.0,4.0,,16.0,A(H1N1)pdm09
2020.0,17.0,7-12세,1.7,0.0,1.0,,0.0,A(H1N1)pdm09
2020.0,17.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,17.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,17.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,18.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,18.0,0세,2.5,,1.0,,0.0,A(H1N1)pdm09
2020.0,18.0,1-6세,2.4,,1.0,,3.0,A(H1N1)pdm09
2020.0,18.0,13-18세,0.0,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,18.0,19-49세,2.8,0.0,2.0,,12.0,A(H1N1)pdm09
2020.0,18.0,50-64세,1.6,0.0,1.0,,3.0,A(H1N1)pdm09
2020.0,18.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,18.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,18.0,65세이상,0.7,0.0,4.0,,15.0,A(H1N1)pdm09
2020.0,18.0,7-12세,0.9,0.0,1.0,,3.0,A(H1N1)pdm09
2020.0,18.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,18.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,18.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,19.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,19.0,0세,1.3,,0.0,,0.0,A(H1N1)pdm09
2020.0,19.0,1-6세,2.3,,0.0,,1.0,A(H1N1)pdm09
2020.0,19.0,13-18세,2.2,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,19.0,19-49세,3.4,0.0,1.0,,13.0,A(H1N1)pdm09
2020.0,19.0,50-64세,2.2,0.0,1.0,,2.0,A(H1N1)pdm09
2020.0,19.0,65세이상,1.4,0.0,5.0,,18.0,A(H1N1)pdm09
2020.0,19.0,7-12세,1.8,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,19.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,20.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,20.0,0세,1.5,,0.0,,1.0,A(H1N1)pdm09
2020.0,20.0,1-6세,2.6,,4.0,,1.0,A(H1N1)pdm09
2020.0,20.0,13-18세,0.7,0.0,1.0,,2.0,A(H1N1)pdm09
2020.0,20.0,19-49세,3.2,0.0,1.0,,7.0,A(H1N1)pdm09
2020.0,20.0,50-64세,2.9,0.0,2.0,,8.0,A(H1N1)pdm09
2020.0,20.0,65세이상,1.1,0.0,5.0,,8.0,A(H1N1)pdm09
2020.0,20.0,7-12세,2.4,0.0,0.0,,5.0,A(H1N1)pdm09
2020.0,20.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,21.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,21.0,0세,1.7,,0.0,,0.0,A(H1N1)pdm09
2020.0,21.0,1-6세,2.9,,1.0,,2.0,A(H1N1)pdm09
2020.0,21.0,13-18세,3.1,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,21.0,19-49세,2.8,0.0,3.0,,7.0,A(H1N1)pdm09
2020.0,21.0,50-64세,2.1,0.0,1.0,,6.0,A(H1N1)pdm09
2020.0,21.0,65세이상,1.2,0.0,3.0,,6.0,A(H1N1)pdm09
2020.0,21.0,7-12세,1.7,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,21.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,22.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,22.0,0세,2.0,,0.0,,0.0,A(H1N1)pdm09
2020.0,22.0,1-6세,3.7,,0.0,,3.0,A(H1N1)pdm09
2020.0,22.0,13-18세,2.9,0.0,1.0,,2.0,A(H1N1)pdm09
2020.0,22.0,19-49세,2.4,0.0,0.0,,4.0,A(H1N1)pdm09
2020.0,22.0,50-64세,1.8,0.0,1.0,,5.0,A(H1N1)pdm09
2020.0,22.0,65세이상,1.1,0.0,1.0,,16.0,A(H1N1)pdm09
2020.0,22.0,7-12세,2.9,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,22.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,23.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,23.0,0세,0.7,,0.0,,0.0,A(H1N1)pdm09
2020.0,23.0,1-6세,3.3,,0.0,,2.0,A(H1N1)pdm09
2020.0,23.0,13-18세,1.6,0.0,0.0,,2.0,A(H1N1)pdm09
2020.0,23.0,19-49세,3.3,0.0,2.0,,8.0,A(H1N1)pdm09
2020.0,23.0,50-64세,2.2,0.0,4.0,,6.0,A(H1N1)pdm09
2020.0,23.0,65세이상,1.0,0.0,3.0,,9.0,A(H1N1)pdm09
2020.0,23.0,7-12세,3.5,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,23.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,24.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,24.0,0세,1.5,,0.0,,2.0,A(H1N1)pdm09
2020.0,24.0,1-6세,3.1,,1.0,,1.0,A(H1N1)pdm09
2020.0,24.0,13-18세,0.9,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,24.0,19-49세,2.6,0.0,1.0,,7.0,A(H1N1)pdm09
2020.0,24.0,50-64세,2.0,0.0,0.0,,2.0,A(H1N1)pdm09
2020.0,24.0,65세이상,0.9,0.0,2.0,,2.0,A(H1N1)pdm09
2020.0,24.0,7-12세,1.0,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,24.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,25.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,25.0,0세,0.4,,0.0,,0.0,A(H1N1)pdm09
2020.0,25.0,1-6세,3.0,,0.0,,2.0,A(H1N1)pdm09
2020.0,25.0,13-18세,0.9,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,25.0,19-49세,2.7,0.0,0.0,,2.0,A(H1N1)pdm09
2020.0,25.0,50-64세,2.1,0.0,0.0,,2.0,A(H1N1)pdm09
2020.0,25.0,65세이상,1.0,0.0,3.0,,5.0,A(H1N1)pdm09
2020.0,25.0,7-12세,1.4,0.0,1.0,,0.0,A(H1N1)pdm09
2020.0,25.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,26.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,26.0,0세,0.8,,0.0,,0.0,A(H1N1)pdm09
2020.0,26.0,1-6세,2.3,,0.0,,4.0,A(H1N1)pdm09
2020.0,26.0,13-18세,0.5,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,26.0,19-49세,2.7,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,26.0,50-64세,1.6,0.0,0.0,,5.0,A(H1N1)pdm09
2020.0,26.0,65세이상,0.9,0.0,1.0,,6.0,A(H1N1)pdm09
2020.0,26.0,7-12세,1.4,0.0,2.0,,0.0,A(H1N1)pdm09
2020.0,26.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,27.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,27.0,0세,0.0,,0.0,,0.0,A(H1N1)pdm09
2020.0,27.0,1-6세,2.2,,1.0,,4.0,A(H1N1)pdm09
2020.0,27.0,13-18세,1.2,0.0,0.0,,4.0,A(H1N1)pdm09
2020.0,27.0,19-49세,2.7,0.0,1.0,,6.0,A(H1N1)pdm09
2020.0,27.0,50-64세,2.2,0.0,1.0,,2.0,A(H1N1)pdm09
2020.0,27.0,65세이상,1.2,0.0,5.0,,11.0,A(H1N1)pdm09
2020.0,27.0,7-12세,1.0,0.0,0.0,,2.0,A(H1N1)pdm09
2020.0,27.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,28.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,28.0,0세,0.4,,0.0,,0.0,A(H1N1)pdm09
2020.0,28.0,1-6세,3.7,,1.0,,2.0,A(H1N1)pdm09
2020.0,28.0,13-18세,0.8,0.0,1.0,,3.0,A(H1N1)pdm09
2020.0,28.0,19-49세,2.5,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,28.0,50-64세,1.6,0.0,1.0,,3.0,A(H1N1)pdm09
2020.0,28.0,65세이상,0.9,0.0,1.0,,4.0,A(H1N1)pdm09
2020.0,28.0,7-12세,0.7,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,28.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,29.0,0-6세,,0.0,,,,B
2020.0,29.0,0세,1.2,,1.0,,0.0,B
2020.0,29.0,1-6세,2.6,,0.0,,0.0,B
2020.0,29.0,13-18세,0.4,0.0,0.0,,1.0,B
2020.0,29.0,19-49세,2.6,0.0,0.0,,5.0,B
2020.0,29.0,50-64세,1.7,0.0,1.0,,3.0,B
2020.0,29.0,65세이상,1.0,0.0,3.0,,8.0,B
2020.0,29.0,7-12세,0.9,9.1,0.0,,1.0,B
2020.0,29.0,연령미상,,,,,0.0,B
2020.0,30.0,0-6세,,0.0,,,,B
2020.0,30.0,0세,1.2,,0.0,,0.0,B
2020.0,30.0,1-6세,3.3,,0.0,,1.0,B
2020.0,30.0,13-18세,2.0,0.0,0.0,,2.0,B
2020.0,30.0,19-49세,2.8,0.0,2.0,,4.0,B
2020.0,30.0,50-64세,2.0,0.0,0.0,,2.0,B
2020.0,30.0,65세이상,1.4,0.0,1.0,,4.0,B
2020.0,30.0,7-12세,2.9,10.0,1.0,,0.0,B
2020.0,30.0,연령미상,,,,,0.0,B
2020.0,31.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,31.0,0세,1.7,,1.0,,0.0,A(H1N1)pdm09
2020.0,31.0,1-6세,3.3,,0.0,,0.0,A(H1N1)pdm09
2020.0,31.0,13-18세,1.1,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,31.0,19-49세,2.0,0.0,1.0,,1.0,A(H1N1)pdm09
2020.0,31.0,50-64세,1.3,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,31.0,65세이상,0.7,0.0,4.0,,6.0,A(H1N1)pdm09
2020.0,31.0,7-12세,1.7,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,31.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,32.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,32.0,0세,2.7,,1.0,,0.0,A(H1N1)pdm09
2020.0,32.0,1-6세,2.7,,1.0,,2.0,A(H1N1)pdm09
2020.0,32.0,13-18세,0.5,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,32.0,19-49세,2.5,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,32.0,50-64세,2.4,0.0,1.0,,0.0,A(H1N1)pdm09
2020.0,32.0,65세이상,1.2,0.0,3.0,,6.0,A(H1N1)pdm09
2020.0,32.0,7-12세,1.7,0.0,2.0,,0.0,A(H1N1)pdm09
2020.0,32.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,33.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,33.0,0세,2.4,,0.0,,0.0,A(H1N1)pdm09
2020.0,33.0,1-6세,1.9,,0.0,,1.0,A(H1N1)pdm09
2020.0,33.0,13-18세,1.6,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,33.0,19-49세,2.6,0.0,1.0,,7.0,A(H1N1)pdm09
2020.0,33.0,50-64세,2.2,0.0,2.0,,0.0,A(H1N1)pdm09
2020.0,33.0,65세이상,1.1,0.0,2.0,,9.0,A(H1N1)pdm09
2020.0,33.0,7-12세,1.1,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,33.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,34.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,34.0,0세,0.8,,0.0,,0.0,A(H1N1)pdm09
2020.0,34.0,1-6세,4.2,,0.0,,0.0,A(H1N1)pdm09
2020.0,34.0,13-18세,2.9,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,34.0,19-49세,2.0,0.0,1.0,,5.0,A(H1N1)pdm09
2020.0,34.0,50-64세,0.9,0.0,1.0,,2.0,A(H1N1)pdm09
2020.0,34.0,65세이상,0.8,0.0,0.0,,7.0,A(H1N1)pdm09
2020.0,34.0,7-12세,4.6,0.0,0.0,,1.0,A(H1N1)pdm09
2020.0,34.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,35.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,35.0,0세,1.4,,0.0,,0.0,A(H1N1)pdm09
2020.0,35.0,1-6세,3.3,,0.0,,1.0,A(H1N1)pdm09
2020.0,35.0,13-18세,1.1,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,35.0,19-49세,2.3,0.0,1.0,,6.0,A(H1N1)pdm09
2020.0,35.0,50-64세,1.7,0.0,1.0,,2.0,A(H1N1)pdm09
2020.0,35.0,65세이상,1.2,0.0,1.0,,5.0,A(H1N1)pdm09
2020.0,35.0,7-12세,2.1,0.0,1.0,,1.0,A(H1N1)pdm09
2020.0,35.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,36.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,36.0,0세,1.0,,0.0,,0.0,A(H1N1)pdm09
2020.0,36.0,1-6세,2.9,,0.0,,0.0,A(H1N1)pdm09
2020.0,36.0,13-18세,0.5,,0.0,,1.0,A(H1N1)pdm09
2020.0,36.0,19-49세,1.6,0.0,1.0,,3.0,A(H1N1)pdm09
2020.0,36.0,50-64세,1.8,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,36.0,65세이상,1.1,0.0,0.0,,6.0,A(H1N1)pdm09
2020.0,36.0,7-12세,2.2,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,36.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,37.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,37.0,0세,1.2,,0.0,,0.0,A(H1N1)pdm09
2020.0,37.0,1-6세,2.2,,0.0,,0.0,A(H1N1)pdm09
2020.0,37.0,13-18세,2.1,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,37.0,19-49세,1.3,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,37.0,50-64세,1.5,0.0,0.0,,4.0,A(H1N1)pdm09
2020.0,37.0,65세이상,0.9,0.0,1.0,,3.0,A(H1N1)pdm09
2020.0,37.0,7-12세,1.4,0.0,0.0,,0.0,A(H1N1)pdm09
2020.0,37.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,38.0,0-6세,,0.0,,,,A(H1N1)pdm09
2020.0,38.0,0세,2.0,,0.0,,0.0,A(H1N1)pdm09
